Geneid,Chr,Start,End,Strand,Length
YDR357C,IV,1189199,1189567,-,369
YDR358W,IV,1190059,1191732,+,1674
YDR359C,IV,1191936,1194884,-,2949
YDR360W,IV,1194598,1195032,+,435
YDR361C,IV,1195412,1196263,-,852
YDR362C,IV,1196679,1198697,-,2019
YDR363W,IV,1199183,1200553,+,1371
tK(CUU)D1,IV,1201750,1201822,+,73
YDR363W-A,IV,1202128,1202397,+,270
YDR364C,IV,1202843,1204210,-,1368
YDR365C,IV,1204497,1206383,-,1887
YDR365W-B,IV;IV,1206997;1208303,1208301;1212265,+;+,5268
YDR365W-A,IV,1206997,1208319,+,1323
YDR366C,IV,1212438,1212836,-,399
YDR367W,IV;IV,1212848;1212979,1212877;1213614,+;+,666
YDR368W,IV,1213904,1214842,+,939
YDR369C,IV,1215016,1217580,-,2565
YDR370C,IV,1217782,1219110,-,1329
YDR371W,IV,1219413,1220948,+,1536
YDR371C-A,IV,1219509,1219613,-,105
YDR372C,IV,1221112,1222149,-,1038
YDR373W,IV,1222759,1223331,+,573
YDR374C,IV,1223474,1224394,-,921
YDR374W-A,IV,1224757,1225026,+,270
YDR375C,IV,1225166,1226536,-,1371
YDR376W,IV,1226822,1228303,+,1482
YDR377W,IV,1228611,1228916,+,306
YDR378C,IV,1229349,1229609,-,261
YDR379W,IV,1230167,1233196,+,3030
YDR379C-A,IV,1233278,1233517,-,240
YDR380W,IV,1234218,1236125,+,1908
YDR381W,IV;IV,1236558;1237609,1236842;1238004,+;+,681
YDR381C-A,IV;IV,1238312;1238825,1238630;1238850,-;-,345
YDR382W,IV,1239492,1239824,+,333
YDR383C,IV,1239960,1240676,-,717
YDR384C,IV,1241204,1242031,-,828
YDR385W,IV,1243230,1245758,+,2529
YDR386W,IV,1246084,1247982,+,1899
YDR387C,IV,1248154,1249821,-,1668
YDR388W,IV,1250186,1251634,+,1449
YDR389W,IV,1252537,1254501,+,1965
YDR390C,IV,1254937,1256847,-,1911
tG(CCC)D,IV,1257008,1257079,-,72
YDR391C,IV,1257358,1258056,-,699
YDR392W,IV,1258696,1259709,+,1014
YDR393W,IV,1259901,1261271,+,1371
YDR394W,IV,1261681,1262967,+,1287
YDR395W,IV,1263324,1266158,+,2835
YDR396W,IV,1266295,1266795,+,501
YDR397C,IV;IV,1266366;1266862,1266769;1266898,-;-,441
YDR398W,IV,1267471,1269402,+,1932
YDR399W,IV,1270068,1270733,+,666
YDR400W,IV,1271063,1272085,+,1023
YDR401W,IV,1272223,1272786,+,564
YDR402C,IV,1272234,1273703,-,1470
YDR403W,IV,1274602,1276212,+,1611
YDR404C,IV,1276654,1277169,-,516
YDR405W,IV,1277646,1278437,+,792
YDR406W,IV,1279210,1283799,+,4590
YDR406W-A,IV,1283799,1284044,+,246
YDR407C,IV,1284069,1287938,-,3870
YDR408C,IV,1288215,1288859,-,645
YDR409W,IV,1289406,1292120,+,2715
YDR410C,IV,1292372,1293091,-,720
YDR411C,IV,1293369,1294394,-,1026
YDR412W,IV,1294693,1295400,+,708
YDR413C,IV,1294836,1295411,-,576
YDR414C,IV,1295598,1296686,-,1089
YDR415C,IV,1297037,1298161,-,1125
YDR416W,IV,1298432,1301011,+,2580
YDR417C,IV,1301555,1301926,-,372
YDR418W,IV,1301616,1302113,+,498
YDR419W,IV,1303174,1305072,+,1899
tS(AGA)D3,IV,1305630,1305712,+,83
YDR420W,IV,1306267,1311675,+,5409
YDR421W,IV,1312040,1314892,+,2853
YDR422C,IV,1315326,1317773,-,2448
YDR423C,IV,1318046,1319275,-,1230
YDR424C,IV;IV;IV,1319387;1319698;1319817,1319617;1319720;1319841,-;-;-,279
YDR425W,IV,1320064,1321941,+,1878
YDR426C,IV,1321629,1322006,-,378
YDR427W,IV,1322205,1323386,+,1182
YDR428C,IV,1323454,1324239,-,786
YDR429C,IV,1324477,1325301,-,825
YDR430C,IV,1325501,1328470,-,2970
YDR431W,IV,1328390,1328701,+,312
YDR432W,IV,1328783,1330027,+,1245
YDR433W,IV,1329600,1330040,+,441
YDR434W,IV,1331237,1332841,+,1605
YDR435C,IV,1332983,1333969,-,987
YDR436W,IV,1334821,1336953,+,2133
YDR437W,IV,1337352,1337774,+,423
YDR438W,IV,1338274,1339386,+,1113
YDR439W,IV,1339676,1340719,+,1044
YDR440W,IV,1342493,1344241,+,1749
YDR441C,IV,1344517,1345062,-,546
YDR442W,IV,1345647,1346039,+,393
YDR443C,IV,1345676,1349938,-,4263
YDR444W,IV,1350290,1352353,+,2064
YDR445C,IV,1352182,1352589,-,408
tK(CUU)D2,IV,1352466,1352538,-,73
YDR446W,IV,1353725,1354633,+,909
YDR447C,IV;IV,1354829;1355551,1355236;1355553,-;-,411
YDR448W,IV,1356065,1357369,+,1305
YDR449C,IV,1357580,1358902,-,1323
YDR450W,IV;IV,1359923;1360405,1359969;1360798,+;+,441
YDR451C,IV,1361120,1362181,-,1062
YDR452W,IV,1362878,1364902,+,2025
YDR453C,IV,1365072,1365662,-,591
YDR454C,IV,1366264,1366827,-,564
YDR455C,IV,1367373,1367681,-,309
YDR456W,IV,1367485,1369386,+,1902
YDR457W,IV,1369790,1379596,+,9807
YDR458C,IV,1380055,1382046,-,1992
YDR459C,IV,1382319,1383443,-,1125
YDR460W,IV,1383811,1384776,+,966
YDR461W,IV,1385176,1385286,+,111
YDR461C-A,IV,1385524,1385766,-,243
YDR462W,IV,1386073,1386516,+,444
YDR463W,IV,1386816,1388375,+,1560
YDR464W,IV,1388872,1393179,+,4308
YDR464C-A,IV,1392492,1392680,-,189
YDR465C,IV,1393336,1394574,-,1239
YDR466W,IV,1395121,1397817,+,2697
YDR467C,IV,1397583,1397909,-,327
YDR468C,IV,1398026,1398700,-,675
YDR469W,IV,1399015,1399542,+,528
YDR470C,IV,1399706,1401214,-,1509
YDR471W,IV;IV,1401770;1402185,1401800;1402564,+;+,411
snR13,IV,1402919,1403042,+,124
YDR472W,IV,1403322,1404173,+,852
YDR473C,IV,1404445,1405854,-,1410
YDR475C,IV,1407464,1410094,-,2631
YDR476C,IV,1410453,1411127,-,675
YDR477W,IV,1412373,1414274,+,1902
YDR478W,IV,1414575,1415171,+,597
YDR479C,IV,1415210,1416874,-,1665
YDR480W,IV,1417399,1418370,+,972
YDR481C,IV,1418550,1420250,-,1701
YDR482C,IV,1420431,1420838,-,408
YDR483W,IV,1421157,1422485,+,1329
YDR484W,IV,1422763,1424688,+,1926
YDR485C,IV,1424820,1427207,-,2388
YDR486C,IV,1427431,1428120,-,690
YDR487C,IV,1428354,1428980,-,627
YDR488C,IV,1429188,1430789,-,1602
YDR489W,IV,1431012,1431896,+,885
YDR490C,IV,1431968,1434268,-,2301
YDR491C,IV,1434500,1434991,-,492
YDR492W,IV,1434924,1435874,+,951
YDR493W,IV,1436217,1436588,+,372
YDR494W,IV,1436930,1438015,+,1086
YDR495C,IV,1438115,1441150,-,3036
YDR496C,IV,1441433,1443403,-,1971
YDR497C,IV,1443713,1445467,-,1755
YDR498C,IV,1445843,1446994,-,1152
YDR499W,IV,1447830,1450073,+,2244
YDR500C,IV;IV,1450198;1450847,1450457;1450853,-;-,267
YDR501W,IV,1451353,1452918,+,1566
YDR502C,IV,1453310,1454464,-,1155
YDR503C,IV,1455042,1455866,-,825
YDR504C,IV,1456311,1456694,-,384
YDR505C,IV,1456695,1459220,-,2526
YDR506C,IV,1459728,1461554,-,1827
tL(CAA)D,IV;IV,1461715;1461792,1461758;1461829,-;-,82
YDR507C,IV,1462358,1465786,-,3429
YDR508C,IV,1466453,1468444,-,1992
YDR509W,IV,1468226,1468573,+,348
YDR510W,IV,1469400,1469705,+,306
YDR510C-A,IV,1469695,1469811,-,117
YDR511W,IV,1470017,1470418,+,402
YDR512C,IV,1470500,1471063,-,564
YDR513W,IV,1471017,1471448,+,432
YDR514C,IV,1471548,1472999,-,1452
YDR515W,IV,1473429,1474772,+,1344
YDR516C,IV,1474974,1476476,-,1503
YDR517W,IV,1477239,1478357,+,1119
YDR518W,IV,1478608,1480161,+,1554
YDR519W,IV,1480425,1480832,+,408
YDR520C,IV,1481085,1483403,-,2319
YDR521W,IV,1483141,1483476,+,336
YDR522C,IV,1483795,1485303,-,1509
YDR523C,IV,1485566,1487038,-,1473
YDR524C,IV,1487542,1488990,-,1449
YDR524W-C,IV,1489403,1489492,+,90
YDR524C-B,IV,1489598,1489798,-,201
YDR524C-A,IV,1489871,1489990,-,120
YDR525W,IV,1489905,1490234,+,330
YDR525W-A,IV,1490596,1490835,+,240
YDR526C,IV,1491075,1491545,-,471
YDR527W,IV,1491094,1492413,+,1320
snR84,IV,1492477,1493026,-,550
YDR528W,IV,1494586,1495857,+,1272
YDR529C,IV,1496165,1496548,-,384
YDR530C,IV,1496791,1497768,-,978
YDR531W,IV,1498232,1499335,+,1104
YDR532C,IV,1499396,1500553,-,1158
YDR533C,IV,1501447,1502160,-,714
YDR534C,IV,1503314,1504900,-,1587
YDR535C,IV;IV,1506606;1507315,1507058;1507362,-;-,501
YDR536W,IV,1508005,1509714,+,1710
YDR537C,IV,1510856,1511461,-,606
YDR538W,IV,1510902,1511630,+,729
YDR539W,IV,1512094,1513605,+,1512
YDR540C,IV,1517136,1517675,-,540
YDR541C,IV,1519664,1520698,-,1035
YDR542W,IV,1523249,1523611,+,363
YDR543C,IV,1524634,1524933,-,300
YDR544C,IV,1525095,1525523,-,429
YDR545W,IV,1526321,1531711,+,5391
YDR545C-A,IV,1530863,1531342,-,480
YOL166W-A,XV,585,740,+,156
YOL166C,XV,1000,1338,-,339
YOL165C,XV,1647,2078,-,432
YOL164W-A,XV,4130,4312,+,183
YOL164W,XV,6175,8115,+,1941
YOL163W,XV,9597,10106,+,510
YOL162W,XV,10119,10766,+,648
YOL161C,XV,11549,11911,-,363
YOL160W,XV,14313,14654,+,342
YOL159C-A,XV,15233,15505,-,273
YOL159C,XV,17281,17796,-,516
YOL158C,XV,19491,21311,-,1821
YOL157C,XV,22525,24294,-,1770
YOL156W,XV,25273,26976,+,1704
YOL155W-A,XV,27084,27218,+,135
YOL155C,XV,28703,31606,-,2904
YOL154W,XV,34658,35407,+,750
YOL153C,XV,36822,38567,-,1746
YOL152W,XV,40748,42610,+,1863
YOL151W,XV,43694,44722,+,1029
YOL150C,XV,44473,44784,-,312
YOL149W,XV,44938,45633,+,696
YOL148C,XV,45760,47574,-,1815
YOL147C,XV,47933,48643,-,711
YOL146W,XV,48864,49448,+,585
YOL145C,XV,49555,52788,-,3234
YOL144W,XV,53098,54552,+,1455
YOL143C,XV,54595,55104,-,510
YOL142W,XV,55558,56280,+,723
YOL141W,XV,56452,58539,+,2088
YOL140W,XV,58759,60030,+,1272
YOL139C,XV,60383,61024,-,642
YOL138C,XV,61325,65350,-,4026
YOL137W,XV,65621,67114,+,1494
YOL136C,XV,67561,68754,-,1194
YOL135C,XV,69376,70044,-,669
YOL134C,XV,70156,70545,-,390
YOL133W,XV,70325,70690,+,366
YOL132W,XV,71300,72715,+,1416
YOL131W,XV,73031,73357,+,327
YOL130W,XV,74400,76979,+,2580
YOL129W,XV,77560,78114,+,555
YOL128C,XV,78352,79479,-,1128
YOL127W,XV;XV,80348;80775,80360;81190,+;+,429
YOL126C,XV,81787,82920,-,1134
YOL125W,XV,83834,85264,+,1431
YOL124C,XV,85456,86757,-,1302
YOL123W,XV,87844,89448,+,1605
YOL122C,XV,89692,91419,-,1728
YOL121C,XV;XV,92026;92831,92440;92850,-;-,435
YOL120C,XV;XV,93395;94291,93843;94402,-;-,561
YOL119C,XV,94856,96361,-,1506
YOL118C,XV,96608,96916,-,309
YOL117W,XV,97551,99488,+,1938
YOL116W,XV,99809,100957,+,1149
YOL115W,XV,101475,103229,+,1755
YOL114C,XV,103317,103925,-,609
YOL113W,XV,104326,106293,+,1968
YOL112W,XV,106710,108188,+,1479
YOL111C,XV,108258,108896,-,639
YOL110W,XV,109176,109889,+,714
YOL109W,XV,110297,110638,+,342
tG(UCC)O,XV,110962,111033,-,72
YOL108C,XV,111431,111886,-,456
YOL107W,XV,112102,113130,+,1029
YOL106W,XV,113226,113579,+,354
tT(AGU)O1,XV,113802,113874,+,73
YOL105C,XV,114138,115808,-,1671
YOL104C,XV,116396,117454,-,1059
YOL103W-B,XV;XV,118000;119306,119304;123268,+;+,5268
YOL103W-A,XV,118000,119322,+,1323
YOL103W,XV,124001,125830,+,1830
YOL102C,XV,125997,126689,-,693
YOL101C,XV,126982,127920,-,939
YOL100W,XV,129237,132482,+,3246
YOL099C,XV,132017,132508,-,492
YOL098C,XV,132725,135838,-,3114
snR58,XV,136088,136183,-,96
YOL097W-A,XV,136220,136405,+,186
YOL097C,XV,136527,137825,-,1299
YOL096C,XV,138107,139045,-,939
YOL095C,XV,139227,141347,-,2121
YOL094C,XV,141584,142555,-,972
YOL093W,XV,142815,143696,+,882
YOL092W,XV,144204,145130,+,927
YOL091W,XV,145334,147163,+,1830
YOL090W,XV,147382,150276,+,2895
YOL089C,XV,150398,153490,-,3093
YOL088C,XV,153912,154745,-,834
YOL087C,XV,155287,158637,-,3351
YOL086W-A,XV,159173,159445,+,273
YOL086C,XV,159548,160594,-,1047
YOL085W-A,XV,161579,161791,+,213
YOL085C,XV,161673,162014,-,342
YOL084W,XV,162356,165331,+,2976
YOL083W,XV,165714,166952,+,1239
YOL083C-A,XV,166461,166601,-,141
YOL082W,XV,168727,169974,+,1248
YOL081W,XV,171070,180309,+,9240
YOL080C,XV,180558,181427,-,870
YOL079W,XV,181057,181455,+,399
YOL078W,XV,181682,185212,+,3531
YOL077W-A,XV,185438,185644,+,207
YOL077C,XV,185848,186723,-,876
YOL076W,XV,187024,189414,+,2391
YOL075C,XV,189658,193542,-,3885
YOL073C,XV,193832,194800,-,969
YOL072W,XV,194970,196337,+,1368
YOL071W,XV,196507,196995,+,489
YOL070C,XV,197220,198725,-,1506
YOL069W,XV,198942,200297,+,1356
YOL068C,XV,200368,201879,-,1512
YOL067C,XV,201985,202518,-,534
YOL066C,XV,202696,204471,-,1776
YOL065C,XV,204731,205885,-,1155
YOL064C,XV,206103,207176,-,1074
YOL063C,XV,207392,210265,-,2874
YOL062C,XV,210520,211995,-,1476
YOL061W,XV,212244,213734,+,1491
YOL060C,XV,214017,216137,-,2121
YOL059W,XV,217126,218448,+,1323
YOL058W,XV,219211,220473,+,1263
YOL057W,XV,220767,222902,+,2136
YOL056W,XV,223268,224179,+,912
YOL055C,XV,224420,226075,-,1656
tG(GCC)O1,XV,226611,226681,-,71
tN(GUU)O1,XV,228331,228404,+,74
YOL054W,XV,228614,229834,+,1221
YOL053W,XV,230085,231272,+,1188
YOL052C-A,XV,231570,231755,-,186
YOL052C,XV,232446,233636,-,1191
snR81,XV,234346,234546,+,201
YOL051W,XV,234940,238185,+,3246
YOL050C,XV,237882,238202,-,321
YOL049W,XV,238619,240094,+,1476
YOL048C,XV;XV,240204;241026,240947;241310,-;-,1029
YOL047C,XV;XV,241614;242505,242441;242747,-;-,1071
YOL046C,XV,243466,244140,-,675
YOL045W,XV,243497,246802,+,3306
YOL044W,XV,247150,248301,+,1152
YOL043C,XV,248392,249534,-,1143
YOL042W,XV,249825,250916,+,1092
YOL041C,XV,251267,252646,-,1380
YOL040C,XV,253149,253577,-,429
YOL039W,XV,254297,254617,+,321
YOL038C-A,XV,254926,255021,-,96
YOL038W,XV,255337,256101,+,765
YOL037C,XV,256666,257019,-,354
YOL036W,XV,256745,259030,+,2286
YOL035C,XV,258803,259105,-,303
snR50,XV,259489,259578,+,90
YOL034W,XV,259923,263204,+,3282
YOL033W,XV,263475,265085,+,1611
YOL032W,XV,265429,266169,+,741
YOL031C,XV,266264,267529,-,1266
YOL030W,XV,268187,269641,+,1455
YOL029C,XV,269815,270420,-,606
YOL028C,XV,270633,271370,-,738
YOL027C,XV,272003,273724,-,1722
YOL026C,XV,274012,274353,-,342
tS(GCU)O,XV;XV,274673;274729,274709;274773,+;+,82
YOL025W,XV,274957,276939,+,1983
YOL024W,XV,277086,277604,+,519
YOL023W,XV,278056,280086,+,2031
YOL022C,XV,280272,281498,-,1227
tG(GCC)O2,XV,282164,282234,+,71
YOL021C,XV,282421,285426,-,3006
YOL020W,XV,286172,287950,+,1779
tY(GUA)O,XV;XV,288192;288245,288230;288280,+;+,75
YOL019W-A,XV,288420,288572,+,153
YOL019W,XV,288898,290553,+,1656
YOL018C,XV,290881,292074,-,1194
YOL017W,XV,292529,294673,+,2145
YOL016C,XV,294777,296120,-,1344
YOL015W,XV,297078,298838,+,1761
YOL014W,XV,299693,300067,+,375
YOL013W-B,XV,300690,300980,+,291
YOL013W-A,XV,301047,301238,+,192
tP(UGG)O1,XV;XV,301097;301163,301132;301198,+;+,72
YOL013C,XV,301380,303035,-,1656
YOL012C,XV,303579,303983,-,405
YOL011W,XV,305349,307409,+,2061
YOL010W,XV,307938,309041,+,1104
YOL009C,XV,309324,310139,-,816
YOL008W,XV,310312,310935,+,624
YOL007C,XV,311342,312367,-,1026
YOL006C,XV,313078,315387,-,2310
YOL005C,XV,315813,316175,-,363
YOL004W,XV,316938,321548,+,4611
YOL003C,XV,321858,322994,-,1137
YOL002C,XV,323411,324364,-,954
YOL001W,XV,325249,326130,+,882
YOR001W,XV,326832,329033,+,2202
YOR002W,XV,329417,331051,+,1635
YOR003W,XV,331455,332891,+,1437
YOR004W,XV,333592,334356,+,765
YOR005C,XV,334509,337343,-,2835
YOR006C,XV,337680,338621,-,942
YOR007C,XV,338938,339978,-,1041
tR(ACG)O,XV,340299,340371,-,73
YOR008C,XV,341278,342414,-,1137
YOR008C-A,XV,342857,343081,-,225
YOR008W-B,XV,343929,344030,+,102
YOR009W,XV,344335,345798,+,1464
YOR010C,XV,346195,346950,-,756
YOR011W,XV,349679,353863,+,4185
tT(AGU)O2,XV,354041,354113,-,73
YOR011W-A,XV,355652,355858,+,207
YOR012W,XV,356543,356956,+,414
YOR013W,XV,356751,357221,+,471
YOR014W,XV,357674,359947,+,2274
YOR015W,XV,359993,360352,+,360
YOR016C,XV,360461,361084,-,624
YOR017W,XV,361412,363814,+,2403
YOR018W,XV,364369,366882,+,2514
YOR019W,XV,368127,370319,+,2193
YOR020C,XV,370524,370844,-,321
YOR020W-A,XV,371685,371957,+,273
YOR021C,XV,372798,373439,-,642
YOR022C,XV,373710,375857,-,2148
YOR023C,XV,376012,377712,-,1701
YOR024W,XV,377847,378170,+,324
YOR025W,XV,378219,379562,+,1344
YOR026W,XV,379781,380806,+,1026
YOR027W,XV,381053,382822,+,1770
YOR028C,XV,383533,384420,-,888
YOR029W,XV,384600,384935,+,336
YOR030W,XV,386825,388684,+,1860
YOR031W,XV,389213,389422,+,210
YOR032C,XV,389771,391075,-,1305
YOR032W-A,XV,392176,392376,+,201
YOR033C,XV,392416,394524,-,2109
YOR034C,XV,394837,397086,-,2250
YOR034C-A,XV,397426,397668,-,243
YOR035C,XV,397735,400104,-,2370
YOR036W,XV,400348,401214,+,867
YOR037W,XV,401555,402655,+,1101
YOR038C,XV,402761,405388,-,2628
YOR039W,XV,405768,406544,+,777
YOR040W,XV,407064,407921,+,858
snR9,XV,407948,408134,-,187
YOR041C,XV,408358,408789,-,432
YOR042W,XV,408425,409660,+,1236
snR62,XV,409765,409864,-,100
YOR043W,XV,410870,412330,+,1461
YOR044W,XV,413007,413480,+,474
YOR045W,XV,413852,414037,+,186
YOR046C,XV,414459,415907,-,1449
YOR047C,XV,416347,417681,-,1335
YOR048C,XV,418630,421650,-,3021
YOR049C,XV,422668,423732,-,1065
YOR050C,XV,424270,424617,-,348
YOR051C,XV,424846,426084,-,1239
YOR052C,XV,426772,427224,-,453
YOR053W,XV,427817,428158,+,342
YOR054C,XV,427833,429857,-,2025
YOR055W,XV,429478,429912,+,435
YOR056C,XV,430247,431626,-,1380
YOR057W,XV,432186,433373,+,1188
YOR058C,XV,433688,436345,-,2658
tK(UUU)O,XV;XV,438643;438703,438679;438738,+;+,73
YOR059C,XV,438906,440258,-,1353
YOR060C,XV,440390,441163,-,774
YOR061W,XV,441534,442553,+,1020
YOR062C,XV,442725,443531,-,807
YOR063W,XV,444686,445849,+,1164
YOR064C,XV,446079,446738,-,660
YOR065W,XV,447439,448368,+,930
YOR066W,XV,449436,451325,+,1890
YOR067C,XV,451729,453462,-,1734
YOR069W,XV,453768,455795,+,2028
YOR068C,XV,453869,454213,-,345
YOR070C,XV,455907,457820,-,1914
YOR071C,XV,459480,461276,-,1797
YOR072W,XV,461502,461816,+,315
YOR072W-A,XV,461791,462039,+,249
tP(UGG)O2,XV;XV,464450;464516,464485;464551,+;+,72
YOR072W-B,XV,464469,464630,+,162
YOR073W,XV,464771,466543,+,1773
YOR074C,XV,466675,467589,-,915
YOR073W-A,XV,467390,467623,+,234
YOR075W,XV,468212,469252,+,1041
YOR076C,XV,469377,471620,-,2244
YOR077W,XV,471899,472597,+,699
YOR078W,XV,472725,473369,+,645
YOR079C,XV,473475,474416,-,942
YOR080W,XV,474594,476792,+,2199
YOR081C,XV,476939,479188,-,2250
YOR082C,XV,479296,479637,-,342
YOR083W,XV,479533,480420,+,888
YOR084W,XV,480587,481750,+,1164
YOR085W,XV,482033,483085,+,1053
YOR086C,XV,483219,486779,-,3561
tN(GUU)O2,XV,487439,487512,+,74
YOR087W,XV,487707,489734,+,2028
YOR089C,XV,490196,490828,-,633
YOR090C,XV,491123,492841,-,1719
YOR091W,XV,493433,494470,+,1038
YOR092W,XV,495127,496968,+,1842
YOR093C,XV,497506,502452,-,4947
YOR094W,XV,502795,503346,+,552
YOR095C,XV,503552,504328,-,777
YOR096W,XV;XV,505794;506339,505937;506767,+;+,573
YOR097C,XV,506978,507505,-,528
YOR098C,XV,507948,511178,-,3231
YOR099W,XV,511825,513006,+,1182
YOR100C,XV,513295,514278,-,984
YOR101W,XV,515244,516173,+,930
YOR102W,XV,516423,516773,+,351
YOR103C,XV,516449,516841,-,393
YOR104W,XV,517642,518490,+,849
YOR105W,XV,518195,518521,+,327
YOR106W,XV,519121,519972,+,852
YOR107W,XV,521353,522282,+,930
YOR108W,XV,523027,524841,+,1815
YOR108C-A,XV,524605,524814,-,210
YOR109W,XV,525278,528601,+,3324
YOR110W,XV,528941,530248,+,1308
YOR111W,XV,530429,531127,+,699
YOR112W,XV,531508,533793,+,2286
YOR113W,XV,534075,536819,+,2745
YOR114W,XV,537570,538454,+,885
YOR115C,XV,538659,539465,-,807
YOR116C,XV,539763,544145,-,4383
YOR117W,XV,545029,546333,+,1305
YOR118W,XV,546857,548560,+,1704
YOR119C,XV,548792,550246,-,1455
YOR120W,XV,551114,552052,+,939
YOR121C,XV,551798,552103,-,306
YOR122C,XV;XV,552298;552875,552665;552887,-;-,381
YOR123C,XV,553176,554570,-,1395
YOR124C,XV,554824,558642,-,3819
YOR125C,XV,559030,559731,-,702
YOR126C,XV,559961,560677,-,717
YOR127W,XV,561170,564193,+,3024
YOR128C,XV,564476,566191,-,1716
YOR129C,XV,566877,569558,-,2682
YOR130C,XV,569929,570807,-,879
tD(GUC)O,XV,571958,572029,+,72
YOR131C,XV,572182,572838,-,657
YOR132W,XV,573175,574830,+,1656
YOR133W,XV,575098,577626,+,2529
YOR134W,XV,578564,579793,+,1230
YOR135C,XV,580159,580500,-,342
YOR136W,XV,580250,581359,+,1110
YOR137C,XV,581813,583681,-,1869
YOR138C,XV,584309,586324,-,2016
YOR139C,XV,586950,587342,-,393
YOR140W,XV,586981,589281,+,2301
YOR141C,XV,589942,592587,-,2646
YOR142W,XV,593057,594046,+,990
tG(CCC)O,XV,594354,594425,-,72
YOR142W-B,XV;XV,595112;596418,596416;600380,+;+,5268
YOR142W-A,XV,595112,596434,+,1323
YOR143C,XV,601383,602342,-,960
YOR144C,XV,602717,605092,-,2376
YOR145C,XV,605347,606171,-,825
YOR146W,XV,605873,606178,+,306
YOR147W,XV,606607,608475,+,1869
YOR148C,XV,608640,609197,-,558
YOR149C,XV,609838,611388,-,1551
YOR150W,XV,611999,612490,+,492
YOR151C,XV,612997,616671,-,3675
YOR152C,XV,617518,618288,-,771
YOR153W,XV,619840,624375,+,4536
YOR154W,XV,624729,626492,+,1764
YOR155C,XV,626628,627980,-,1353
YOR156C,XV,628360,630540,-,2181
YOR157C,XV,630966,631751,-,786
YOR158W,XV,632164,633120,+,957
YOR159C,XV,633282,633566,-,285
YOR160W,XV,633839,636757,+,2919
YOR161C,XV,636939,638558,-,1620
YOR161W-A,XV,637574,637654,+,81
YOR161W-B,XV,637975,638235,+,261
YOR161C-C,XV,639121,639267,-,147
YOR162C,XV,639560,641992,-,2433
YOR163W,XV,642741,643307,+,567
YOR164C,XV,643394,644332,-,939
YOR165W,XV,644566,646896,+,2331
YOR166C,XV,647126,648502,-,1377
YOR167C,XV,648804,649007,-,204
YOR168W,XV,649303,651732,+,2430
YOR169C,XV,651376,651840,-,465
YOR170W,XV,651858,652163,+,306
YOR171C,XV,652010,653884,-,1875
YOR172W,XV,654210,656570,+,2361
YOR173W,XV,657264,658325,+,1062
YOR174W,XV,658747,659601,+,855
YOR175C,XV,659815,661674,-,1860
YOR176W,XV,662401,663582,+,1182
tV(AAC)O,XV,663812,663885,-,74
YOR177C,XV,665785,667179,-,1395
YOR178C,XV,667860,670241,-,2382
YOR179C,XV,671845,672411,-,567
YOR180C,XV,674352,675167,-,816
YOR181W,XV,675939,677840,+,1902
YOR182C,XV;XV,678191;678791,678379;678793,-;-,192
YOR183W,XV,678872,679261,+,390
YOR184W,XV,679357,680544,+,1188
snR36,XV,680685,680866,-,182
YOR185C,XV,681444,682106,-,663
YOR186W,XV,683111,683545,+,435
YOR186C-A,XV,683329,683538,-,210
YOR187W,XV,684030,685343,+,1314
YOR188W,XV,685767,689180,+,3414
YOR189W,XV,689624,689974,+,351
YOR190W,XV,690695,692032,+,1338
YOR191W,XV,692475,697334,+,4860
YOR192C,XV,698768,700567,-,1800
YOR192C-C,XV,703988,704224,-,237
YOR192C-B,XV;XV,704419;708440,708438;709732,-;-,5313
YOR192C-A,XV,708416,709732,-,1317
tM(CAU)O1,XV,710201,710272,+,72
YOR193W,XV,710446,711576,+,1131
YOR194C,XV,711683,712543,-,861
YOR195W,XV,712866,715331,+,2466
YOR196C,XV,715593,716837,-,1245
YOR197W,XV,717086,718384,+,1299
YOR198C,XV,718653,720065,-,1413
YOR199W,XV,720181,720510,+,330
YOR200W,XV,720417,720815,+,399
YOR201C,XV,720470,721708,-,1239
YOR202W,XV,721946,722608,+,663
YOR203W,XV,722565,722918,+,354
YOR204W,XV,722911,724725,+,1815
YOR205C,XV,725564,727234,-,1671
YOR206W,XV,727512,729644,+,2133
YOR207C,XV,730008,733457,-,3450
YOR208W,XV,733925,736177,+,2253
YOR209C,XV,736437,737726,-,1290
YOR210W,XV,738320,738532,+,213
YOR211C,XV,738924,741569,-,2646
YOR212W,XV,742910,744181,+,1272
YOR213C,XV,744535,745281,-,747
YOR214C,XV,745593,746303,-,711
YOR215C,XV,746725,747282,-,558
YOR216C,XV,747525,748979,-,1455
YOR217W,XV,749301,751886,+,2586
YOR218C,XV,751476,751895,-,420
YOR219C,XV,752214,755009,-,2796
YOR220W,XV,755328,756125,+,798
YOR221C,XV,756476,757558,-,1083
YOR222W,XV,758330,759253,+,924
snR35,XV,759326,759529,-,204
YOR223W,XV,759782,760660,+,879
YOR224C,XV,760825,761265,-,441
YOR225W,XV,761392,761721,+,330
YOR226C,XV,761614,762084,-,471
YOR227W,XV,762825,766565,+,3741
YOR228C,XV,766869,767777,-,909
YOR229W,XV,768409,769812,+,1404
YOR230W,XV,770800,772113,+,1314
YOR231W,XV,772601,774127,+,1527
YOR231C-A,XV,773163,773363,-,201
YOR232W,XV,774573,775259,+,687
YOR233W,XV,775846,778248,+,2403
